ID,State,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,Recency,Wines,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,State-California,132303,0,1,50,0,0,1,0,0,0,0,0,1,3,12,17,29,62,33,46,108,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,State-Illinois,132300,1,0,47,0,1,0,0,0,0,1,0,0,73,145,12,83,17,4,83,178,2,2,0,3,9,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,State-New York,132233,1,0,46,0,0,1,0,0,0,1,0,0,15,66,29,95,0,33,25,199,3,3,0,4,5,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,State-New York,132218,0,0,60,0,0,1,0,0,0,0,0,0,96,79,4,83,66,58,116,174,2,3,0,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,State-California,132173,0,1,62,1,0,0,0,0,0,0,0,1,31,46,0,21,0,0,4,62,2,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,State-Texas,132146,1,0,37,0,1,0,0,0,0,0,0,0,92,71,33,50,46,62,133,129,1,2,1,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,State-Illinois,132144,1,1,66,0,0,0,1,0,0,1,0,0,12,162,4,37,8,4,142,75,1,2,1,2,7,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,State-Florida,132011,1,0,49,0,1,0,0,0,0,0,0,1,82,8,12,83,25,46,37,137,2,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,State-New York,131928,1,0,31,0,0,0,1,0,0,1,0,0,15,308,0,175,8,4,25,471,2,2,1,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,State-California,131907,0,0,48,0,0,1,0,0,0,1,0,0,40,25,8,62,25,25,12,133,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,State-California,131880,1,0,50,0,0,0,0,1,0,1,0,0,98,258,4,83,17,0,29,333,2,2,1,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,State-Texas,131878,0,1,43,0,0,1,0,0,0,0,0,0,95,63,17,54,0,0,79,54,1,1,1,2,7,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,State-Illinois,131859,1,0,44,1,0,0,0,0,0,1,0,0,22,451,4,117,54,4,17,614,2,3,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,State-Texas,131859,1,0,40,0,0,1,0,0,0,0,0,0,22,451,4,117,54,4,17,614,2,3,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,State-California,131814,1,0,47,0,1,0,0,0,0,1,0,0,40,117,0,46,0,0,38,125,3,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,State-Other,131788,1,0,37,0,0,1,0,0,0,0,1,0,80,96,4,105,0,33,29,209,4,2,1,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,State-California,131761,1,0,36,0,1,0,0,0,0,1,0,0,56,13,8,50,0,4,38,38,1,1,0,2,8,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,State-New York,131686,1,1,56,0,1,0,0,0,0,0,0,1,24,42,0,42,13,4,29,71,2,1,1,2,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,State-New York,131632,0,0,49,0,0,1,0,0,0,1,0,0,24,42,0,42,13,4,29,71,2,1,1,2,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,State-Other,131626,1,0,42,0,0,1,0,0,0,0,0,1,54,8,13,42,46,8,42,76,1,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,State-Illinois,131615,1,0,44,1,0,0,0,0,0,1,0,0,54,8,13,42,46,8,42,76,1,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,State-New York,131605,1,0,41,0,1,0,0,0,0,0,0,1,59,67,13,105,25,4,55,160,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,State-Illinois,131590,1,0,48,0,0,0,1,0,0,1,0,0,62,105,25,67,84,0,21,261,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,State-Illinois,131560,1,0,46,0,0,1,0,0,0,0,0,1,57,131,13,131,8,34,17,299,3,3,0,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,State-Other,131535,1,0,40,0,1,0,0,0,0,0,1,0,79,67,8,46,13,0,67,67,2,1,1,2,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,State-Texas,131497,0,1,58,0,0,0,1,0,0,0,0,1,99,21,42,55,13,34,68,97,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,State-Other,131497,0,1,58,0,0,0,1,0,0,0,0,1,83,72,0,59,30,13,8,165,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,State-Florida,131454,1,1,60,0,1,0,0,0,0,1,0,0,83,72,0,59,30,13,8,165,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,State-Other,131395,1,1,64,1,0,0,0,0,0,0,0,0,50,216,17,211,51,4,207,292,1,4,0,3,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,State-New York,131385,1,0,36,0,0,1,0,0,0,0,1,0,35,102,0,34,0,0,4,131,2,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,State-Illinois,131353,1,1,43,0,1,0,0,0,0,1,0,0,43,102,0,8,0,0,38,72,2,1,1,2,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,State-Other,131353,1,1,43,0,1,0,0,0,0,1,0,0,33,47,0,30,13,4,25,68,2,1,0,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,State-Illinois,131163,1,0,47,1,0,0,0,0,0,0,0,0,16,68,47,64,8,0,51,136,2,1,1,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,State-California,131163,1,0,47,1,0,0,0,0,0,0,0,0,92,13,38,55,8,51,51,115,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,State-Illinois,131160,1,0,45,0,0,1,0,0,0,0,1,0,23,34,17,21,64,8,47,98,2,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,State-California,131158,1,0,35,0,1,0,0,0,0,1,0,0,89,30,8,17,8,4,17,51,1,1,0,2,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,State-California,131089,1,0,39,0,0,0,1,0,0,1,0,0,85,51,21,106,0,38,128,89,2,1,1,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,State-California,131086,1,1,41,0,1,0,0,0,0,0,0,0,44,659,4,106,0,4,13,761,4,4,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,State-Other,131056,1,0,43,0,1,0,0,0,0,0,0,0,14,43,9,68,47,9,89,85,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,State-California,130992,1,0,44,1,0,0,0,0,0,1,0,0,75,64,26,85,17,21,85,128,1,3,1,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,State-Texas,130992,1,0,44,1,0,0,0,0,0,1,0,0,67,115,4,51,9,0,43,136,2,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,State-Texas,130983,0,0,57,0,0,1,0,0,0,1,0,0,6,38,4,21,17,21,30,73,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,State-Florida,130899,1,0,46,0,0,1,0,0,0,0,0,1,6,38,4,21,17,21,30,73,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,State-Other,130843,1,1,54,0,0,0,1,0,0,0,0,1,71,17,51,64,81,30,51,192,2,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,State-New York,130833,1,1,69,0,1,0,0,0,0,1,0,0,27,1214,0,222,34,13,85,1398,4,9,0,4,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,State-Texas,130828,1,0,40,0,0,1,0,0,0,1,0,0,0,21,0,13,0,0,21,13,1,1,0,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,State-Illinois,130822,1,0,51,0,0,1,0,0,0,1,0,0,6,765,34,355,81,47,111,1172,5,1,2,9,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,State-New York,130801,0,1,45,0,1,0,0,0,1,0,0,0,29,278,154,317,163,86,471,526,1,5,1,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,State-Texas,130772,1,1,44,0,1,0,0,0,0,1,0,0,16,201,4,26,0,0,51,180,1,1,1,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,State-Florida,130753,1,1,53,0,0,0,1,0,0,0,0,0,8,4,13,34,9,21,21,60,1,1,0,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,State-California,130732,1,0,40,0,1,0,0,0,0,0,0,1,22,64,0,26,0,4,51,43,2,1,1,2,7,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,State-New York,130675,1,0,48,0,1,0,0,0,0,1,0,0,5,43,51,51,107,4,86,172,1,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,State-Florida,130631,1,0,46,0,1,0,0,0,0,1,0,0,33,64,0,52,30,13,30,129,3,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,State-Other,130630,1,1,55,1,0,0,0,0,0,1,0,0,33,64,0,52,30,13,30,129,3,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,State-California,130560,1,0,44,0,0,0,1,0,0,0,1,0,97,150,0,56,9,0,9,206,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,State-New York,130560,1,0,44,0,0,0,1,0,0,0,1,0,19,60,0,103,13,13,9,180,1,3,0,2,9,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,State-New York,130545,1,0,41,0,0,0,1,0,0,1,0,0,19,60,0,103,13,13,9,180,1,3,0,2,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,State-California,130538,1,0,49,0,0,0,1,0,0,0,1,0,48,26,13,52,26,4,0,120,1,1,1,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,State-Other,130523,2,1,62,0,0,1,0,0,0,0,1,0,13,43,17,60,17,17,4,151,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,State-Florida,130522,0,1,60,0,1,0,0,0,0,0,1,0,13,43,17,60,17,17,4,151,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,State-Illinois,130507,0,0,60,0,0,0,1,0,0,1,0,0,75,34,0,22,0,13,26,43,1,0,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,State-New York,130477,1,0,36,0,1,0,0,0,0,0,1,0,51,664,86,285,0,52,116,971,7,6,1,4,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,State-Florida,130467,1,0,48,0,1,0,0,0,0,1,0,0,30,22,13,48,52,22,39,117,1,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,State-Florida,130396,1,0,51,0,1,0,0,0,0,0,0,1,30,22,13,48,52,22,39,117,1,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,State-New York,130390,0,0,33,0,1,0,0,0,0,0,0,0,19,9,26,121,56,17,69,160,1,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,State-Florida,130372,1,1,49,0,0,0,0,1,0,1,0,0,27,156,0,9,0,0,17,147,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,State-California,130372,1,1,49,0,0,0,0,1,0,1,0,0,28,48,0,69,30,26,91,82,1,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,State-Other,130368,0,1,43,0,1,0,0,0,0,1,0,0,28,108,0,95,9,13,22,204,2,1,0,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,State-Illinois,130351,1,0,46,0,0,0,1,0,0,0,0,1,22,295,30,256,43,22,48,598,4,3,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,State-Florida,130351,1,0,46,0,0,0,1,0,0,0,0,1,52,13,13,30,0,9,48,17,2,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,State-Texas,130298,0,0,35,0,0,1,0,0,0,0,0,1,77,39,4,104,9,4,9,152,3,3,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,State-California,130279,1,0,31,0,0,1,0,0,0,1,0,0,21,61,0,26,0,0,0,87,2,2,0,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,State-California,130279,1,0,31,0,0,1,0,0,0,1,0,0,87,279,17,296,31,22,74,571,4,3,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,State-Florida,130261,1,2,48,0,0,0,1,0,0,1,0,0,87,279,17,296,31,22,74,571,4,3,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,State-Illinois,130168,1,0,42,0,0,1,0,0,0,1,0,0,23,109,0,35,0,4,17,131,1,2,0,2,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,State-Illinois,130096,1,0,37,0,1,0,0,0,0,1,0,0,6,39,4,13,0,17,35,39,1,0,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,State-Illinois,130096,1,0,37,0,1,0,0,0,0,1,0,0,6,39,4,13,0,17,35,39,1,0,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,State-New York,130093,0,0,30,0,1,0,0,0,0,1,0,0,88,31,26,57,31,26,61,109,1,1,0,3,9,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,State-Florida,130081,0,1,59,0,0,1,0,0,0,1,0,0,52,31,4,26,13,4,48,31,1,1,1,2,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,State-Texas,130023,1,0,48,0,1,0,0,0,0,1,0,0,47,75,13,79,13,18,79,118,2,3,1,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,State-New York,130015,1,0,50,0,0,1,0,0,0,1,0,0,59,35,0,31,13,4,4,79,1,1,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,State-Florida,129999,1,0,34,0,0,1,0,0,0,0,0,1,95,75,35,62,44,18,13,220,2,1,0,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,State-New York,129938,1,0,35,0,0,1,0,0,0,1,0,0,11,308,13,163,18,9,281,229,4,3,2,2,9,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,State-Other,129819,1,0,49,1,0,0,0,0,0,1,0,0,55,57,9,62,35,31,18,176,4,2,0,4,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,State-Florida,129791,1,0,48,0,1,0,0,0,0,0,0,1,60,26,0,9,9,0,4,40,1,1,0,2,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,State-Illinois,129760,1,0,35,0,0,1,0,0,0,1,0,0,30,164,18,106,71,40,40,358,2,4,0,3,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,State-Texas,129760,1,0,35,0,0,1,0,0,0,1,0,0,43,115,0,27,0,0,9,133,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,State-Florida,129732,1,0,49,0,0,0,1,0,0,0,0,1,38,71,0,75,27,13,27,160,2,1,0,3,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,State-Texas,129672,1,1,55,0,0,0,1,0,0,1,0,0,19,27,27,67,44,22,9,178,2,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,State-Illinois,129672,1,1,55,0,0,0,1,0,0,1,0,0,59,917,0,205,13,9,53,1091,2,5,1,5,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,State-Florida,129604,1,0,32,0,0,0,1,0,0,1,0,0,86,107,0,31,0,0,4,134,2,2,0,3,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,State-Florida,129548,1,0,50,0,0,1,0,0,0,0,1,0,76,184,22,577,45,13,13,828,3,4,1,4,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,State-Other,129543,2,0,52,0,1,0,0,0,0,0,1,0,16,36,0,13,0,0,4,45,1,1,0,2,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,State-Texas,129478,1,0,44,0,0,0,1,0,0,1,0,0,78,54,18,27,49,36,72,112,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,State-Florida,129440,1,1,60,0,1,0,0,0,0,1,0,0,56,22,18,58,36,0,18,117,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,State-California,129435,1,1,54,1,0,0,0,0,0,0,1,0,56,22,18,58,36,0,18,117,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,State-Florida,129315,1,1,60,0,1,0,0,0,0,1,0,0,54,85,36,130,0,54,117,189,1,2,2,2,7,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,State-Texas,129298,1,1,69,0,0,0,1,0,0,0,1,0,42,99,18,76,54,45,58,234,3,2,0,4,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,State-Texas,129236,1,0,33,0,0,1,0,0,0,1,0,0,57,50,14,99,9,9,27,153,2,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,State-Florida,129187,1,0,52,0,1,0,0,0,0,0,0,1,55,50,0,45,0,9,90,14,1,1,1,2,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,State-New York,129103,1,0,35,0,0,0,1,0,0,1,0,0,72,198,23,86,0,18,86,239,3,2,0,4,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,State-California,129009,1,0,39,0,1,0,0,0,0,1,0,0,96,108,5,488,131,131,63,799,1,4,1,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,State-Other,128973,0,0,43,0,1,0,0,0,0,0,0,1,53,86,14,45,50,36,27,203,3,2,1,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,State-California,128839,1,1,64,0,0,0,1,0,0,0,1,0,87,172,5,108,0,0,0,285,1,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,State-Other,128769,1,0,43,0,0,1,0,0,0,1,0,0,67,81,14,86,14,14,27,181,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,State-Other,128764,1,1,54,0,0,0,1,0,0,0,0,1,67,81,14,86,14,14,27,181,2,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,State-New York,128718,1,0,38,0,1,0,0,0,0,1,0,0,36,18,9,23,9,0,0,59,1,1,0,2,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,State-New York,128691,1,0,31,0,1,0,0,0,0,1,0,0,49,5,23,14,32,18,36,54,1,1,0,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,State-California,128691,1,0,31,0,1,0,0,0,0,1,0,0,35,27,0,23,9,5,9,54,1,1,0,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,State-Texas,128647,1,0,42,0,0,1,0,0,0,1,0,0,58,63,45,59,18,68,41,213,1,2,1,4,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,State-Illinois,128587,1,0,42,0,0,0,1,0,0,1,0,0,68,86,5,63,14,9,18,159,1,1,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,State-Florida,128567,1,0,38,0,0,1,0,0,0,1,0,0,80,5,41,32,9,64,45,104,1,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,State-Other,128520,1,1,60,0,1,0,0,0,0,0,1,0,80,5,41,32,9,64,45,104,1,2,0,3,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,State-California,128510,1,1,39,1,0,0,0,0,0,1,0,0,23,14,82,118,50,36,55,246,3,2,0,4,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,State-Texas,128457,0,0,68,0,0,0,0,1,0,0,0,0,77,242,36,78,59,0,96,319,3,2,2,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,State-New York,128442,2,0,42,0,1,0,0,0,0,1,0,0,10,137,0,46,9,0,23,169,1,1,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,State-Other,128440,1,0,46,0,0,0,1,0,0,0,0,1,65,178,151,593,187,119,201,1027,2,5,1,5,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,State-Florida,128427,1,0,37,0,0,0,1,0,0,1,0,0,89,55,5,73,18,5,14,142,3,2,0,3,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,State-Other,128427,1,0,37,0,0,0,1,0,0,1,0,0,31,60,0,37,9,5,23,87,1,1,0,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,State-Florida,128420,1,0,53,1,0,0,0,0,0,0,0,1,80,50,0,60,9,18,50,87,1,2,0,3,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,State-Texas,128389,0,0,73,0,0,0,1,0,1,0,0,0,42,64,0,18,0,0,37,46,1,1,1,2,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,State-Florida,128359,1,0,37,0,0,0,1,0,0,1,0,0,40,37,120,211,175,41,225,359,2,3,0,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,State-Illinois,128332,0,0,68,0,1,0,0,0,0,1,0,0,16,0,32,23,120,9,78,106,2,2,0,3,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,State-Florida,128320,0,1,70,0,0,0,1,0,0,1,0,0,90,701,42,558,55,55,208,1204,4,6,2,4,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,State-Texas,128249,0,0,59,0,1,0,0,0,1,0,0,0,38,28,0,23,0,0,5,46,1,1,0,2,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
